PROVIDER NUMBER,PROVIDER NAME,ADDRESS,Phone No
5589,THUMBAY PHARMACY LLC BRANCH 12 - SHARJAH(SHARJAH),"AL FISHT STREET : 303 AL SHARQ STREET, OPPOSITE ADNOC PETROL PUMP, POBOX-23074, SHARJAH - ",06-5622749
5614,DAR AL HAYAT PHARMACY L.L.C(SHARJAH),"SHOP 2 AL MADAEYA BLDG AL SOOR, BEHIND SHJ CENTRAL POST OFFICE, SHARJAH - ",065643337
5642,JANAH PHARMACY(SHARJAH),"GROUND FLOOR,FINE FAIR BUILDING,ROLLA AJMAN ROAD,SHARJAH - ",06-5643980
5651,AL ITIHAD PHARMACY(SHARJAH),"GROUND FLOOR ,UNION PHARMACY BUILDING, JAMAL ABDUL NASSER STREET, MAJAZ, NEAR AL WAHDA POST OFFICE, SHARJAH - ",06-5594767
5656,AL BASSAM PHARMACY(SHARJAH),"GROUND FLOOR, BASSAM TOWER, BUHAIRA CORNICHE, MAJAZ-3,AL MAJAZ DISTRICT, NEAR HILTON HOTEL SHARJAH - ",06-5379446
5693,AL GHAITH PHARMACY (SHARJAH),"OPP. ETISALAT, ABU SHAGARAH. SHARJAH - ",
5697,RUKN AL YASMEEN PHARMACY(SHARJAH),"#33 , GROUND FLOOR, ROLLA MALL- ROLLA- SHARJAH - ","065238080, 065632618"
5730,AL BURJ AL THAHBI PHARMACY LLC(SHARJAH),Sharjah Industrial Area No. 3 - ,06-5275554
5781,AL INAYA AL MUTAQADIMAH PHARMACY LLC(SHARJAH),"Shop No : 2, Ground Floor, Al Reem Building I, Muwailah,  Near National Paints,Maliha Road (Sharjah-Kalba Road),  Sharjah - ",06-5345663
5790,LANA PHARMACY LLC(SHARJAH),Muscat Building Muweilah Sharjah - ,065691876
5792,AL SABAH PHARMACY LLC(SHARJAH),"HNC  Building, Muweilah Commercial, Sharjah - ",065302468
5795,AL AFDHAL PHARMACY LLC(SHARJAH),Al Arouba Street  Rolla � Sharjah Sharjah - ,065217622
5796,RUKN AL HAYAT PHARMACY LLC(SHARJAH),"Al Kaloti Tower, Al Majaz � Buhaira  Near Buhaira Comprehensive Police Station - ",065444534
5798,AL NAS PHARMACY LLC(SHARJAH),"Muhammed Syeed Building Al Washah, Sharjah - ",
5800,RAFEAH PHARMACY LLC(SHARJAH),"Opp. Kraz Super Market Abushagar Tower, Sharjah - ",
5803,DAR AL NEEM PHARMACY LLC(SHARJAH),Emirates International Hospital Al Muntazah Sharjah  - ,065593344
5805,MUHAMMED AYAZ PHARMACY(SHARJAH),Ahmed Bin Ali Building Wasit Street  Sharjah  - ,065526224
5816,AL HIBA PHARMACY (RAS AL KHAIMAH),"Shop No. 1, Ground Floor, Al Hudaiba Street, PO Box 29877, Al Nakheel - Ras Al Khaimah, United Arab Emirates",07-228-8426
5843,AL AZHAR PHARMACY(SHARJAH),"PO BOX: 5435 Sharjah Cooperative society Building, Sajja Industrial area No:1 - Sharjah - ",8007400
5848,SAIF-ZONE PHARMACY FZC(SHARJAH),"F2-42a Saif Zone, Near Nabeel Perfumes, Sharjah,  UAE - ",06-5578471
5890,HALA PHARMACY LLC BRANCH 33(SHARJAH),"Shop Unit No. 1 & 2, Golden Tower, Buheirah Corniche, Sharjah � UAE - ",04 5610000
5891,HALA PHARMACY LLC BRANCH 35(SHARJAH),"Shop No.1, Arab Doctors Specialist Center Building, Al Taawun Rd., Sharjah � UAE - ",04 5610000
5937,NAJMAT SAHARA AL JADEEDA PHARMACY LLC(SHARJAH),"Al Maha Building, Opp. Al Nahda Park, Al Nahda, Sharjah - ",06 5318334
5938,SALSABEEL PHARMACY LLC(SHARJAH),"Tami -3 building, Opp. Al Nahda Park, Al Nahda, Sharjah - ",06 5368988
5939,SAHARA AL JAZEERA PHARMACY LLC(SHARJAH),"Khansaheb Building, Industrial Area-10, Sharjah - ",06 5353345
5940,MARHAB PHARMACY LLC(SHARJAH),"Next to CID Office, Al Zahra Street, Buteena Area, Sharjah - ",06 5238130
5943,SCIENTIFIC PHARMACY LLC(SHARJAH),"Behind Mega Mall, Sharjah - ",06 5482762
5946,MEDI PRIME AL MAJAZ PHARMACY LLC - BRANCH 1(SHARJAH),"Ground Floor, Zero 6 Mall, Al Jurainah, University City Road, Sharjah - ",04-7070999
5957,SHAMS AL NAHDA PHARMACY LLC(SHARJAH),"Hafish House Shop No. 2, Opp. Etisalat Building, Al Nahda, Sharjah - ",06 5722096
6012,HALA PHARMACY LLC - BRANCH 42(SHARJAH),"Unit No:58, Ground Floor, Entrance D, Ajman City Centre, Ajman , UAE Unit #14 & 15, Ground Floor, Nesto Hypermarket, Butina, Sharjah - UAE - ",04 5610000
6013,HALA PHARMACY LLC - BRANCH 44(SHARJAH),"Unit 162, Ground Floor, Sahara Centre, Sharjah - UAE - ",04 5610000
6022,AL WASFA PHARMACY LLC(SHARJAH),"Shop No: 10, Malik Al Rahma Building, Ibrahim Al Medfa Street,  next to ADCB, Al Soor Area, Sharjah - ",+9716 5569080
6023,ROYAL GARDEN PHARMACY LLC(SHARJAH),"Eisa Building 2, Opposite To Rolla Square Park, Near Rolla Bus Station, Sharjah - ",+ 9716 5652555
6060,AL FAJER PHARMACY(SHARJAH),"King Abdul Aziz Road (Immigration Road)Opp.To Emirates NBD, Sharjah, UAE - ",0097165735233
6080,AL SEHA AL KUBRA PHARMACY LLC(SHARJAH),"Mariam Building, Shahba Area, Shop No.13, Ground Floor, Sharjah - ",O65721213
6089,AL TAMAM PHARMACY LLC(SHARJAH),"Shop No.1, Maryam Plaza Building, Near Big Bazar Hyper Market, Abushagara, Sharjah - U.A.E. - ",06-5505995
6090,AL SAMA PHARMACY LLC(SHARJAH),"Shop No. 4, Near City Bank, Anas Bin Muatah street, Ground Floor, Al Qassemiya, Sharjah - U.A.E. - ",06-5508820
6091,NAJMAT MUWAILEH PHARMACY LLC(SHARJAH),"Shop No. 1,  Bldg. no 2986, Al Watanyah Real Estate, Mehta Building, Opposite Nesto Hypermarket, Near Buffalo Restaurant, Commercial Industrial Area, Muwaileh  Sharjah-U.A.E. - ",06-5220260
6092,HEALTH CARE PHARMACY LLC(SHARJAH),"Ground floor, Sharjah Cooperative Society Building, Sharah Aboobacker Street, Kalbah Industrial Area, Sharjah-UAE. - ",06-2772394
6096,AL SANA PHARMACY LLC(SHARJAH),Opp. Mega Mall Sharjah- U.A.E. - Near Immigration Office - ,06-5731610
6097,NEW MEDICAL CENTRE PHARMACY LTD - SHJ.BR-BRANCH 1 (SHARJAH),"Kakooli Tower, Near Buhairah Station, Al Majaz, Sharjah - ","06-7410907 ,06-5914444"
6167,AL TAMIMI PHARMACY LLC (SHARJAH),"Shop No - 2, Al Ghuwair Area, Rolla, Sharjah -  Po Box 32088, Sharjah - ",06-5624990
6168,HADEQAT AL ROLA PHARMACY LLC(SHARJAH),"Ganga Building, Shop No 1- Rolla Street, Sharjah, Po Box 66961, Sharjah - ",06-5748283
6170,REEM PHARMACY(SHARJAH),"Deyaar Building ,Shop no.5 Near Abu Shagara Park, King Faisal Rd - Sharjah  P.O Box : 25747, Sharjah - ",06-5594194
6173,AL BURHAN PHARMACY LLC(SHARJAH),"Blue Building, Industrial Area 13 - Muwaileh - Sharjah -Po Box 2797, Sharjah - ",06-5320585
6175,AL MUBARAK CENTRE PHARMACY(SHARJAH),"Ground Floor- Al Sharq Street - Al Nabba - Rolla , Sharjah � P.O.Box 61220, Sharjah - ",06-5638034
6176,AL RAWDHA PHARMACY LLC(SHARJAH),"Ahmed Yousuf Abdulla Building , G-Floor 2,3 -Al Zahra'a Street - Bu Tina, Al Sharq, Sharjah, Po Box - 61226 - ",06-5213777
6180,ZAHRAT AL MADINAH PHARMACY LLC(SHARJAH),"Fathima Safe Building,Near Kanary Clinic,Sheikh Mohammad Bin Zayed Road - National  Paint, Sharjah Po Box 32088 - ",06-5327075
6182,NAJMAT ABU SHAGARA PHARMACY-ABU SHAGARA (SHARJAH),"Opposite city tower building - Near Dr.Ashok Menon Clinic and Choithram, Abushagara, Sharjah - Po Box - 32088 - ",06-5424044
6190,NAJMAT AL ROLLA PHARMACY LLC (SHARJAH),"Ground Floor , Shop - 1,2 - Pardha House Building- Rolla Street -  Al Ghuwair - Opposite to Rolla Square Park and Bus Station - 32088, Sharjah - ",06-5424044
6195,AL RAWAA PHARMACY LLC(SHARJAH),Al Attas Bground Floor Abdulla Bin Numan Street 18 Al Mahatta Park Al Qasimia Sharjah - ,065500424
6196,NASEEF PHARMACY(SHARJAH),"Al Oruba St. Al Nabaa Area, Sharjah - ",06-5626780
6197,AL NABAA PHARMACY(SHARJAH),"Hessa Almazrooi & Partners Building, Plot #406,  Behind Al Arooba Street, Al Nabaa Area, Sharjah - ",06-5635229
6198,AL SIHA W AL AFIAH PHARMACY(SHARJAH),"Rolla, Beside Corniche Post Office, Sharjah - ",06-5444193
6226,HALA PHARMACY LLC - BRANCH 46 (SHARJAH),"Shop No. 3 , Al Shaam Tower, Al Taawun Roundabout, Sharjah- UAE - ",04 5610000
6227,HALA PHARMACY LLC - BRANCH 28 (SHARJAH),"Shop 1, Unit No. 1006, Oasis Malls, Sharjah UAE - ",04 5610000
6241,MEDICINA 31 PHARMACY (SHARJAH),"City Centre Sharjah, Al Wahda Road -� Sharjah - ",06-524 6525
6242,MEDICINA 33 PHARMACY (SHARJAH),"Emirates National School, Building F, Al Rahmania- Sharjah - ",06-744 8476
6297,AL AMAL PHARMACY(SHARJAH),"Shop No:5 ,Al Amal Tower ,Opposite Al Arab Mall, Al Tawoon, Sharjah - ",065770641
6333,BOORJ AL ROLLA PHARMACY LLC(SHARJAH),"P.O.Box 78321, Rolla Tower Building, Shop Nos. 29 & 30, Al Ghuwair, Rolla, Sharjah - ",065217190
6335,FAMILY CARE PHARMACY LLC(SHARJAH),"Badar Fares Al Hilali Building, Sharjah - ",065658008
6350,AL SHIFA UROPI  PHARMACY LLC (SHARJAH),"Ground Floor, Qadissiya (Tiger) Building, Near Sahara Center, Quick Supermarket , Al Nahda, Sharjah - ",06 5394609
6374,STARCARE PHARMACY (SHARJAH),"Malabar Gold Building, Al Ghuwair 7th Street , Rolla - ",0656110099
6523,HALA PHARMACY LLC - BRANCH 51 (SHARJAH),"Showroom No: 1 Plot 236-236, Al Buhaira Insurance Tower, Sharjah, UAE - ",04-5610000
6552,MERCURY PHARMACY LLC (SHARJAH),"Al Wasit Building, Shop No 9, Industrial Area 3, Al Khan, Sharjah - ",06-5228988
6611,IBN SINA PHARMACY  37 (SHARJAH),Zero 6 Mall - ���� ������� - Al Juraina - Sharjah - ,06-5420283
6613,IBN SEENA 70 PHARMACY (SHARJAH),Sharjah Airport - Sharjah - ,06-5641565
6616,IBN SINA AL RAHMANIAH PHARMACY (SHARJAH),Rahmania Mall - Al Rahmaniya - Kshishah 6 - Sharjah - ,06- 5300039
6617,IBN SINA AL ZAHIAH PHARMACY (SHARJAH),City Centre Al Zahia - Sharjah - ,06-5550534
6725,EMIRATES EUROPEAN HOSPITAL PHARMACY (SHARJAH),"Qulaya Area, Al Sharq Street, Sharjah - ",06-5619444
6771,SAMA MUWAILEH PHARMACY LLC (SHARJAH),"Shop No. 3, Building No. 2608, Muwaileh Commercial Industrial Area - Behind Al Reem Office Building, Next to Madina Shopping Center",+971 6 741 6878
6785,ORIANA PHARMACY 1 (SHARJAH),"Pullman Hotel, Al Taawun, Sharjah - ",06 5918888
6892,SMART MEDICAL PHARMACY LLC (SHARJAH),"Al Ramlah West Street-113 ,Bldg 500, Near Oasis Mall, Sharjah - ",065777077
6900,AL INAYA PHARMACY (SHARJAH),"JNP Signal, 2nd Industrial Street, Industrial Area-6 - ",06-5267624
6901,SHARQAN PHARMACY (SHARJAH),"Old Muroor, Al Butina - ",06-5613505
6902,BANIYAS PHARMACY (SHARJAH),"Near NMC Medical Centre, Mughaidir Suburb, Al Shahba - ",06-5250090
6903,RAZAN PHARMACY LLC-SHARJAH (SHARJAH),"Next to Al Qassimi Hospital, Al Khezamia - ",06-5388800
6906,AL DALIL PHARMACY LLC (SHARJAH),"Opp. Amber HyperMarket, Jamal Abdul Naser St., Al Majaz - ",06-5678910
6907,RUKN AL DAWAA PHARMACY LLC (SHARJAH),"Old Muroor, Al Butina - ",06-5576790
6941,AL WAAD PHARMACY (SHARJAH),"Sheik Khalid Bin Mohammed Al Qasimi Street, Shop No 1, Sharjah - ",09-2370070
6942,AL AMANI PHARMACY (SHARJAH),"Sheik Khalid Bin Mohammed Al Qasimi Street, Hatin, Khorfakkan - ",09-2383875
6943,AL QADSYAH PHARMACY (SHARJAH),"Sharjah International Charity Building, Shop No 4, Al Qadisiya - ",09-2373800
6944,AL SHALAL PHARMACY (SHARJAH),Sheikh Khalid Bin Mohammed Al Qasimi Street - ,09-2383391
7035,GAELAN PHARMACY L.L.C (SHARJAH),"Al Maha Tower, Al Tawun St. Al Khan, P O Box 1326 - ",+971 65942233
7058,MERCURY STAR PHARMACY LLC (SHARJAH),"ALI MOOSA BUILDING, SHOP No.8, IND.AREA-15, SHARJAH - ",+971 67677767
7087,DAR AL KAMAL PHARMACY (SHARJAH),"Ground Floor, Dar Al Kamal Hospital Building, PO.BOX 29307, Al Sharq St - Al Heerah Suburb - Al Fisht, Sharjah - ",06 5997777
7189,FAMILY STAR PHARMCY (SHARJAH),"Ground Floor, Solanki Building, Behind Seven Stars Stationery, Abushagara - Sharjah, United Arab Emirates",067151858
7236,AL COURNICHE PHARMACY LLC (SHARJAH),"Corniche plaza II,Al Buhairah Corniche - ",
914,ABU SHAGHARA PHARMACY (SHARJAH),"KING FAISAL ROAD, SHARJAH - ",+9716 553 6414 (TELEPHONE & FAX)
1923,ALNAKHEEL ONE DAY SURGERY HOSPI(SHARJAH),"3rd Floor, Rolla Mall,Near Rolla Garden, - ",009716 - 5618899
2827,ORIANA HOSPITAL FOR ONE DAY SURGERY (SHARJAH),"Al Taawun Street - Al Khan, Sharjah, UAE - ",009716 - 5251000
5199,DAR AL OYOUN HOSPITAL FOR ONE DAY SURGERY LLC(SHARJAH),Sharjah - Buhaira Corniche - Crystal Plaza Bldg - Block C - ,065750015
5334,GAELAN MEDICAL CARE ONE DAY SURGERY HOSPITAL LLC (SHARJAH),AL KHAN AREA AI TAAWUN STREET AL MAHA TOWER FLOOR 01 - ,(9714) 881-6244
5396,AL SAHA WA AL SHIFAA ONE DAY SURGERY HOSPITAL(SHARJAH),"3RD FLOOR,ROLLA MALL,ROLLA, SHARJAH, UAE - ",065632618
6724,EMIRATES EUROPEAN HOSPITAL (SHARJAH),"Qulaya Area, Al Sharq Street, Sharjah - ",06-5619444
7223,AL RESALAH PHYSIOTHERAPY & HOME HEALTH CARE CENTER L.L.C S.P(SHARJAH),"3rd Floor, office No. 302 & 303, Crescent House Building, Al Majaz 3, PO Box 72949 - Sharjah, United Arab Emirates",97165226368
1203,AJMAN SPECIALTY GENERAL HOSPITAL ( AJMAN),"Sheikh Maktoum Bin Rashid Street, Ajman Industrial 1,Near Irani Market - Ajman - ",06-7052200
4458,AMINA HOSPITAL LLC (AJMAN),"Shaik Rashid Bin Humeed Street,Al Quds - ",+97167114444
5767,SAUDI GERMAN HOSPITAL AJMAN(AJMAN),"Sheikh Ammar Bin Humaid Street (Besides CUCA City University College of Ajman)  P.O.Box 25448  Al Tallah Region, Ajman - ",800SGHUAE(744823)
6154,SHEIKH KHALIFA HOSPITAL AJMAN(AJMAN),"University Street, Al Jurf 2, Ajman - ",+971 6 71 17 777
6156,SHEIKH KHALIFA HOSPITAL MASFOUT(AJMAN),"University Street, Al Jurf 2, Ajman - ",+971 4 80 99 999
6158,SHEIKH KHALIFA MATERNITY AND PEDIATRIC HOSPITAL(AJMAN), - ,
6160,RASHID CENTER FOR DIABETES AND RESEARCH(AJMAN),"University Street, Al Jurf 2, Ajman - ",+971 6 71 47 444
735,THUMBAY HOSPITAL L.L.C (SOLE PROPRIETORSHIP) (AJMAN),"Near United Arab Bank - Sheikh Jaber Al Sabah Street - Al Nuaimiyah 1, P.O. Box 4184 - Ajman, United Arab Emirates",
1141,AL SHROOQ  POLYCLINIC-(AJMAN),"A Block,1st Floor,Flat 104 A,Near Mashreq Bank,Karama Plaza Building ,Ajman - ",009716-7421271(ALMUSALLA PHARMACY)
2253,ASTER MEDICAL CENTRE (AJMAN),"Sheikh Khalifa Bin Zayed Street,Opposite ADNOC Petrol Station and Ramada Hotel - ",009716 - 7314 799
2765,SARAH MEDICAL CENTRE (AJMAN),"Al Rashid Al Badawani Bldg, Floor 1, Hatta Road, Muzeirah, Masfut, Ajman - ",009716 - 8522116
2934,GOLDEN STAR CHILDREN CLINIC(AJMAN),"Ground Floor, Noor Building, Beside Ajman One Tower, Rashideya 3, Ajman - ",009716 - 5544478
3387,ACCESS CLINIC BR OF DM HEALTHCARE LLC BRANCH 1(AJMAN),Al Hamrain Souq Shop No. 13 Ajman Industrial area 1 Near Nesto Hypermarket - ,009716 - 7404778
4470,AL SULTAN MEDICAL CENTER L.L.C (AJMAN),"NEAR CITY CENTER AJMAN, AL MUSHERIF AREA, AJMAN - ",97167444188
4770,AL DHUHA MEDICAL CENTRE (AJMAN),"Flat 102, Al Shurafa Tower 1, Rumailah, Shaikh Rashid Bin Humaid Street, Near Nissan Showroom, Ajman - ",06-7405633
4943,ROYAL CLINIC (AJMAN),"ARY Building, First Floor, Flat: 101 & 102, Beside Ajman Museum, Ajman - ",97167422210
5126,AL AIN MEDICAL CENTER(AJMAN),"Al Ain Bldg., Hafiz Ibrahim St., Al Huaimia - ",+971 6 740 6661
5136,PRIME MEDICAL CENTER AJMAN LLC(AJMAN),"Ground Floor, Grand Mall, Sheikh Khalifa Bin Zayed Street, Ajman, UAE - ",042720720
5361,ELAJ MEDICAL CENTRE LLC (AJMAN),"First Floor, Ajman Four Building, Rona Fashion Round About,Opposite Verona Resort,Ramilah Area,Ajman - ",06 748 8808
5374,INTERNATIONAL SPECIALIST MEDICAL CENTRE (AJMAN),"1ST Floor, Room no 101-105, Shafiq Rana Mohd Building,Kuwait Rd.,Nuaimia Area,Ajman - ",06-7463400
5455,LLH SPECIALIST MEDICAL CENTER(AJMAN),"2ND FLOOR, MARIYAM TOWER, KING FAISAL STREET, AL NUAIMIA, AJMAN - ",06-7486747
5506,AL GHARAFA MEDICAL CENTRE(AJMAN),"A BLOCK, 3RD FLOOR, FLAT 304, ABOVE AL AHALIA EXCHANGE, NEAR UAE EXCHANGE, AJMAN, UAE - ",06-7448322
5553,NMC MEDICAL CENTRE AJMAN - L.L.C -BR (AJMAN),"Near Safeer Market, Samha Plaza, Rashidiya,Ajman - ","06-7147666 ,06-5914444"
5611,THUMBAY CLINIC L.L.C ALRASHIDIYA - BRANCH 01 (AJMAN),"Badr Street, Al Rashidiya 1, P.O. Box 2210 - ",06 7466661
5711,DR. ASISH MEDICAL CENTRE(AJMAN),"FLAT NO 103, SARA PLAZA BULDING,OPP: ETISALAT, AJMAN - ",06-7435070
5769,COST CARE GENERAL CLINIC(AJMAN),"Opposite to Shj Co-operative society, Nuaimeya-1, Ajman, UAE - ",00971 6 5275643
5819,RIGHT HEALTH CLINIC JURF LLC(AJMAN),PO BOX 3484 Shop No 1 Jurf Industrial Zone 2 � Ajman - ,8007400
5834,AL NUAIMIA CLINIC(AJMAN),"PO BOX 20772 New Sanaiya Industrial area,  Near Sun city OPP Suncity Supermarket, Ajman- UAE - ",8007400
5836,NATIONAL CLINIC(AJMAN),PO BOX 20772 OPP BLUE DIAMOND GARMENTS- Ajman- UAE - ,8007400
5837,AL SANAIYA CLINIC(AJMAN),"New Induestrial Area, Next to China Mall, Al Jurf, Ajman - ",8007400
5840,RIGHT HEALTH CLINIC JURF 2(AJMAN),PO BOX 3484 Shop No 2 Jurf Industrial Zone 2 - Ajman - ,8007400
5855,SKIN AND TEETH MEDICAL CENTRE LLC(AJMAN),"Flamingo Villa No: 37, Al Zorah, Ajman, UAE - ",06 7444560
5862,AL NAHRAIN SPECIALTY MEDICAL CENTER - L.L.C (AJMAN),"6th Floor, Sky Tower, Al Nuaimia 2, Sheikh Khalifa Bin Zayed Street, PO Box 45304 - Ajman, United Arab Emirates",06-7449144
5915,ABDUL AZIZ MEDICAL CENTER LLC(AJMAN),"Office No. 5, Al Salam Building, Near Al Hamadiya Police Station, Ajman - ",067310722
5948,EVE MEDICAL CENTER(AJMAN),"J1 106, Garden city Building Opp. New Immigration Al Jurf, Ajman - ",06 7498042
5964,IBTESAM MEDICAL CENTER(AJMAN),"Sheikh Khalifa St. Feras Sweets Bldg. Andols 2  Flat no. 102, Ajman - ",06 731 2929
6101,GOLDEN CROWN (AL TAJ AL THAHABY PHYSIOTHERAPY LLC)(AJMAN),"Saif SAlem Villa No. 44, Near Ajman Ruler's Palace, No. 6 Rashidiya Street, Rashidiya, Ajman, UAE - ",067443854
6200,DEAR HEALTH MEDICAL CENTER(AJMAN),"1st Floor,, Al Swan Tower,Sh.Rashid Bin Humaid Al Nuaimi St Rashidiya 3,Ajman, UAE - ",06-7796622
6275,AL  BUSTAN MEDICAL CENTER (AJMAN),"Near Lucky Centre , Jurf, Ajman - ",06-7488202
6282,AURA MEDICAL CENTER LLC(AJMAN),Ajman Jurf Industrial Area Zone 2 - ,+971589585325
6288,IBINSINA MEDICAL CENTRE LLC (AJMAN),"Al Quds Street,Al Swan,Ajman - ",06 7457755
6289,AALIYAH MEDICAL CENTRE LLC(AJMAN),"City Mart Building,Al Bustan,Ajman - ",067455599
6290,FAMILY MEDICAL CENTRE LLC(AJMAN),"New Industrial Area , Al Zahra,Ajman - ",06 7434800
6291,NEW IBINSINA MEDICAL CENTRE LLC(AJMAN),"Canadian Building,Sheik Rashid Bin Humaid 1St Street - ",06 7413330
6304,METRO MEDICAL CENTRE(AJMAN),"Al Nuiamia Area, Sheikh Khalifa Bin Zayed Street, Opp. ADNOC Petrol and Black Square , Ajman - ",06-7469694
6312,AL RUKN MEDICAL CENTER (AJMAN),"Flat No. 101-106, Ajman Bank Property Building, Rashidiya-3, Ajman, UAE - ",06 748 2005
6380,HALA MEDICAL CENTER (AJMAN),Ajman Industrial Area 2alnayfah Tower P5 - ,067729000
6432,MODERN MEDICAL CENTRE LLC (AJMAN),"TECTON PLAZA  BUILDING , NEAR CIVIL DEFENSE AL JURF 3, AJMAN - ",
6436,JABAL SINA MEDICAL CENTRE (AJMAN),"Escape tower | Ground floor |Near Sheik Masjid and behind Amina Hospital | Sheikh Rashid bin humaid st.Rashidiya 3, Ajman - ",06-7402255
6772,OXYGEN MEDICAL CENTRE LLC (AJMAN),"Villa No7,Al Rumaila 3, Ajman - ",06-7406022
6863,SEHA MEDICAL CENTER (AJMAN),Ajman � Alnuaimya1 � Ittihad Road - ,067404045
6866,DOUBLE CARE MEDICAL CENTRE (AJMAN),"Al Amal Street. Nuaimeya 1, Ajman. Shurooq Tower, 1 Floor - ",067448822
7001,AL MADAR MEDICAL CENTER LLC (AJMAN),"Al Ghumlasi Bldg., Sheikh Khalifa, Near Dubai Islamic Bank Nuaimia 3, Ajman - ",06 741-2202
7002,CAREPLUS MEDICAL CENTER- L.L.C (AJMAN),"No. 115 . Rashideya 3, Km Trading Building - ",067473341
7008,AL NAHRAIN MEDICAL CENTER 1 LLC (AJMAN),"U Shop, Al Helio 2, Ajman - ",067484778
7101,ASTER SPECIALIST MEDICAL CENTER (BR OF D M HEALTHCARE (L L C)) � BRANCH 01 (AJMAN),"Al Manar Tower, Sheikh Rashid Bin Humeed Street, Opp. Honda Showroom, Al Swan, Rashidia-3, Ajman UAE - ",06 5308057
7134,EMIRATES PRIVATE MEDICAL CENTER (AJMAN),"First Floor, Saif Building Flat No.105, Hassan Bin Hytham Street, P.O. Box 4547, New Industrial Area - Ajman, United Arab Emirates",067490177
7161,ARABIAN MEDICAL CENTRE (AJMAN),"Shaikh Rashid Bin Humaid, P.O. No 7554 - Ajman, United Arab Emirates",067475522
7170,MEDICARE MEDICAL CENTRE /L.L.C (AJMAN),"1st Floor, M. City Mart Building, Sheikh Rashid Street, P.O Box 8070 - Ajman, United Arab Emirates",67475171
7206,BLISS MEDICAL CENTER L.L.C (AJMAN),"Ground Floor, Villa No: 1, 92 Shaikh Ammar Bin Humaid Street, Al Jurf 1, PO Box 3430 - Ajman, United Arab Emirates",65254500
7234,AMINA MEDICAL CENTER - L.L.C (AJMAN),"Al Jurf -1, Ajman - ",
2061,MARINA DENTAL CLINIC  (AJMAN),"Al Gothar Bldg,Behind Madina Police Station,Near Municipality Shk Abdullah Bin Humaid Street - ",009716 - 7446780
6194,HALA DENTAL CLINIC LLC (SOLE PROPRIETORSHIP) (AJMAN),"Ajman Gate Tower, 1008, Ajman - ",06 5423494
5612,THUMBAY LABS L L C - BRANCH 01 (AJMAN),"First Floor, Gulf Medical University Building, Al Jurf, PO Box 4184 - Ajman, United Arab Emirates",67400740
6562,TAMAM OPTICALS LLC (AJMAN),Al NakhilAl Rumailah 1 � Ajman - ,06 744 6233
6925,ETIHAD OPTICAL VISION L.L.C � BRANCH 01 (AJMAN), - ,+971 67431635
1343,AL MURTADHA PHARMACY (AJMAN),"PO Box 7516, Al Bustan ,Opposite Musalla Souq, Day to Day Building, Ajman - ",+9716-7406038
1354,AL YAMAMA PHARMACY (AJMAN),"NEAR HAMIDIYA BRIDGE, AJMAN - ",+9716-7437318
1722,ZAM ZAM PHARMACY (AJMAN),AJMAN - ,009716 - 7470749
2800,DAJLA PHARMACY  (AJMAN),Ajman - ,009716   7466704
2802,MUSHEIRIF PHARMACY  (AJMAN),Near Baghdad Floor Mill Mushiref Ajman - ,009716 - 7403584
3170,AL ENAYA PHARMACY (AJMAN),"AL HOOTH CENTRE, AL ZAHARA - ",009716  - 7492212
3533,THUMBAY PHARMACY 5 (AJMAN),"Al Ittihad Building(Previously Human Appeal Building),Al Siwan-Bader Street,Ajman - ",009716 - 7454883
3534,THUMBAY PHARMACY AJMAN (AJMAN),"Ummar mukthar Building, Ummar Ibn Khattab Road, Al Nakheel Area, Near Ajman Chamber of commerce, Sho - ",009716 -  7470701
3535,THUMBAY PHARMACY 1 (AJMAN),"Mariyam Ahmed Wosaeed Mohammed Al Kitbi Building,Mushrif Commercial Area,Rashidiya 1 - ",009716 - 7453771
3536,THUMBAY HOSPITAL PHARMACY (AJMAN),"GMC hospital and research centre, Skeikh zayed street , Al Nuaimiya, - ",009716 - 7466039/8006555
3537,THUMBAY PHARMACY 4 (AJMAN),"GMC hospital and research centre, Skeikh zayed street , Al Nuaimiya, - ",009716 - 7468319
4101,MEDICINA 29 PHARMACY (AJMAN),"AJMAN UNION CO-OP, AL RUMAILAH, AJMAN - ",06 747 2207
4420,MEDICINA PHARMACY (AJMAN),"Nuaimia Towers, Kuwait Street, Near to GMC Hospital, Ajman - ",06 731 3042
4423,AL MUSALLA PHARMACY (AJMAN),al Musalla Souq Behind The Karama Plaza Building - ,067421271
4462,AL HEKMAH PHARMACY L.L.C (AJMAN),"Kuwait Road,Mohamad Shafiq Rana Bldg,Ground Floor,Naimia Area - ",06-7466689
4765,LULU PHARMACY LLC (AJMAN),LULU Hyper Market Ajman - ,06-7457771
4889,AMINA HOSPITAL PHARAMCY LLC(AJMAN),"Amina Hospital Building, Behind Dream Sea Discount Centre,Al Quds, Street, Ajman - ",+971-6-7114444
4903,IBN SINA PHARMACY LLC/ BR.1 (AJMAN),"Dana Mall, Ajman - ",+971 6 7077846
4984,NEW GRAND PHARMACY(AJMAN),"Al Nuaimiyah, King Faisal Road, Ajman - ",06-7412588
4985,ASTER PHARMACY (AJMAN) (AJMAN),"Rashidiya, Ajman Cooperative Society, Shop No 1 - ",06 7496363
4989,MEDICOM PHARMACY 18 (AL ALAM  PHARMACY)(AJMAN),"Safeer Mall, Ajman - ",06-7464665
